claim_id,country_code,country_name,year,year_label,end_year,title,summary,category,era_id,canonical_url,history_updated
TL:DZA:event:1971:nationalisation-of-oil-and-gas,DZA,Algeria,1971,1971,,Nationalisation of oil and gas,"Boumédiène nationalises the hydrocarbon industry, using oil and gas revenues to fund state-led industrialisation and a socialist development model.",economy,independent-algeria,https://terralore.co/country/DZA/chronicle#ev-1971-nationalisation-of-oil-and-gas,2026-06-13
TL:DZA:event:1992:elections-cancelled-civil-war-begins,DZA,Algeria,1992,January 1992,,Elections cancelled; civil war begins,"After the Islamic Salvation Front leads the December 1991 vote, the army cancels the elections and ousts the president, triggering the civil war of the 1990s.",war,independent-algeria,https://terralore.co/country/DZA/chronicle#ev-1992-elections-cancelled-civil-war-begins,2026-06-13
TL:DZA:event:1999:bouteflika-and-national-reconciliation,DZA,Algeria,1999,1999–2005,2005,Bouteflika and national reconciliation,"Elected in 1999, Abdelaziz Bouteflika ends the civil war through a Civil Concord and the 2005 Charter for Peace and National Reconciliation.",politics,independent-algeria,https://terralore.co/country/DZA/chronicle#ev-1999-bouteflika-and-national-reconciliation,2026-06-13
TL:DZA:event:2019:the-hirak-and-bouteflika-s-fall,DZA,Algeria,2019,22 February – 2 April 2019,,The Hirak and Bouteflika's fall,"Mass peaceful protests known as the Hirak erupt against Bouteflika's bid for a fifth term; he resigns on 2 April 2019, and Abdelmadjid Tebboune is elected president that December.",politics,independent-algeria,https://terralore.co/country/DZA/chronicle#ev-2019-the-hirak-and-bouteflika-s-fall,2026-06-13
TL:ECU:event:3500bce:the-valdivia-ceramic-culture,ECU,Ecuador,-3500,c. 3500 BCE,-1500,The Valdivia ceramic culture,"On the Pacific coast the Valdivia people make fired-clay vessels and figurines among the oldest pottery in the Americas, evidence of early settled, farming village life.",culture,early-cultures,https://terralore.co/country/ECU/chronicle#ev-3500bce-the-valdivia-ceramic-culture,2026-06-15
TL:ECU:event:1000:quitu-cara-and-canari-chiefdoms,ECU,Ecuador,1000,early 2nd millennium CE,,"Quitu, Cara and Cañari chiefdoms",Highland peoples including the Quitu and Cara around Quito and the Cañari near Cuenca build farming chiefdoms linked by trade and rivalry.,politics,early-cultures,https://terralore.co/country/ECU/chronicle#ev-1000-quitu-cara-and-canari-chiefdoms,2026-06-15
TL:ECU:event:1471:inca-advance-into-the-northern-andes,ECU,Ecuador,1471,c. 1471-1493,1493,Inca advance into the northern Andes,"Topa Inca Yupanqui begins the conquest of the Ecuadorian highlands, met by fierce resistance from the Cañari and the peoples around Quito.",war,inca-and-atahualpa,https://terralore.co/country/ECU/chronicle#ev-1471-inca-advance-into-the-northern-andes,2026-06-15
TL:ECU:event:1493:huayna-capac-completes-the-conquest,ECU,Ecuador,1493,c. 1493-1525,1525,Huayna Capac completes the conquest,Huayna Capac extends Inca rule over all of highland Ecuador and makes Quito a northern capital of the empire.,politics,inca-and-atahualpa,https://terralore.co/country/ECU/chronicle#ev-1493-huayna-capac-completes-the-conquest,2026-06-15
TL:ECU:event:1532:atahualpa-defeats-huascar,ECU,Ecuador,1532,early 1532,,Atahualpa defeats Huascar,"Atahualpa's northern armies crush those of his half-brother Huascar near Cuzco, leaving him master of the Inca empire as the Spanish arrive.",war,inca-and-atahualpa,https://terralore.co/country/ECU/chronicle#ev-1532-atahualpa-defeats-huascar,2026-06-15
TL:ECU:event:1533:capture-and-execution-of-atahualpa,ECU,Ecuador,1533,1533 CE,,Capture and execution of Atahualpa,"Seized by Pizarro at Cajamarca in November 1532 and ransomed, the last Inca emperor is tried and executed in 1533, shattering Inca authority.",war,inca-and-atahualpa,https://terralore.co/country/ECU/chronicle#ev-1533-capture-and-execution-of-atahualpa,2026-06-15
TL:ECU:event:1534:spanish-founding-of-quito,ECU,Ecuador,1534,6 Dec 1534,,Spanish founding of Quito,"Sebastian de Benalcazar founds San Francisco de Quito on the ruins of the Inca city burned by Rumiñahui, establishing Spanish rule over the highlands.",colonization,spanish-quito,https://terralore.co/country/ECU/chronicle#ev-1534-spanish-founding-of-quito,2026-06-15
TL:ECU:event:1563:real-audiencia-of-quito-created,ECU,Ecuador,1563,1563 CE,,Real Audiencia of Quito created,"Philip II establishes the Audiencia of Quito, a royal court and administrative district that gives the region its lasting colonial identity.",politics,spanish-quito,https://terralore.co/country/ECU/chronicle#ev-1563-real-audiencia-of-quito-created,2026-06-15
TL:ECU:event:1600:the-quito-school-of-art,ECU,Ecuador,1600,17th-18th c.,1780,The Quito school of art,"Quito's convents produce the Escuela Quiteña, a mestizo Baroque tradition of painting and sculpture exported across colonial South America.",culture,spanish-quito,https://terralore.co/country/ECU/chronicle#ev-1600-the-quito-school-of-art,2026-06-15
TL:ECU:event:1792:espejo-founds-quito-s-first-newspaper,ECU,Ecuador,1792,1792 CE,,Espejo founds Quito's first newspaper,"The physician and writer Eugenio Espejo, precursor of independence, launches Quito's first newspaper and presses Enlightenment ideas.",culture,spanish-quito,https://terralore.co/country/ECU/chronicle#ev-1792-espejo-founds-quito-s-first-newspaper,2026-06-15
TL:ECU:event:1809:the-first-cry-of-independence,ECU,Ecuador,1809,10 Aug 1809,,The first cry of independence,"Quito criollos depose the colonial authorities and form a governing junta, one of the earliest such acts in Spanish America, earning Quito the title Luz de America.",independence,independence-and-republic,https://terralore.co/country/ECU/chronicle#ev-1809-the-first-cry-of-independence,2026-06-15
TL:ECU:event:1822:battle-of-pichincha,ECU,Ecuador,1822,24 May 1822,,Battle of Pichincha,"Antonio Jose de Sucre defeats the royalist army on the slopes of Pichincha above Quito, securing the independence of the lands of the old Audiencia of Quito.",independence,independence-and-republic,https://terralore.co/country/ECU/chronicle#ev-1822-battle-of-pichincha,2026-06-15
TL:ECU:event:1822:union-with-gran-colombia,ECU,Ecuador,1822,1822-1830,1830,Union with Gran Colombia,Liberated Quito joins Simon Bolivar's Republic of Gran Colombia alongside Venezuela and New Granada until the union breaks apart.,politics,independence-and-republic,https://terralore.co/country/ECU/chronicle#ev-1822-union-with-gran-colombia,2026-06-15
TL:ECU:event:1830:republic-of-ecuador-founded,ECU,Ecuador,1830,13 May 1830,,Republic of Ecuador founded,"An assembly in Quito separates the southern district from Gran Colombia and founds the Republic of Ecuador, with Juan Jose Flores as first president.",founding,independence-and-republic,https://terralore.co/country/ECU/chronicle#ev-1830-republic-of-ecuador-founded,2026-06-15
TL:ECU:event:1835:darwin-reaches-the-galapagos,ECU,Ecuador,1835,1835 CE,,Darwin reaches the Galapagos,"The naturalist Charles Darwin visits the Galapagos aboard HMS Beagle, gathering observations that help shape his theory of evolution by natural selection.",culture,cacao-bananas-liberal,https://terralore.co/country/ECU/chronicle#ev-1835-darwin-reaches-the-galapagos,2026-06-15
TL:ECU:event:1880:the-cacao-boom,ECU,Ecuador,1880,c. 1880-1915,1915,The cacao boom,"Ecuador becomes the world's leading cacao exporter, enriching the coastal elite of Guayaquil and shifting wealth and power toward the coast.",economy,cacao-bananas-liberal,https://terralore.co/country/ECU/chronicle#ev-1880-the-cacao-boom,2026-06-15
TL:ECU:event:1895:the-liberal-revolution-of-eloy-alfaro,ECU,Ecuador,1895,1895 CE,,The Liberal Revolution of Eloy Alfaro,"Eloy Alfaro seizes power and launches liberal reforms separating church and state, founding secular schools and building the Guayaquil-Quito railway.",politics,cacao-bananas-liberal,https://terralore.co/country/ECU/chronicle#ev-1895-the-liberal-revolution-of-eloy-alfaro,2026-06-15
TL:ECU:event:1950:the-banana-boom,ECU,Ecuador,1950,1950s,1960,The banana boom,"Ecuador becomes the world's largest banana exporter, the fruit replacing cacao as the leading crop and renewing coastal prosperity.",economy,cacao-bananas-liberal,https://terralore.co/country/ECU/chronicle#ev-1950-the-banana-boom,2026-06-15
TL:ECU:event:1959:galapagos-national-park,ECU,Ecuador,1959,1959 CE,,Galapagos National Park,"Ecuador declares the Galapagos Islands a national park, the basis of their later inscription as a UNESCO World Heritage site.",culture,cacao-bananas-liberal,https://terralore.co/country/ECU/chronicle#ev-1959-galapagos-national-park,2026-06-15
TL:ECU:event:1972:the-oil-era-begins,ECU,Ecuador,1972,1972 CE,,The oil era begins,"Ecuador begins exporting Amazonian oil, transforming its economy and government and launching nearly a decade of rapid growth.",economy,oil-instability-present,https://terralore.co/country/ECU/chronicle#ev-1972-the-oil-era-begins,2026-06-15
TL:ECU:event:1979:return-to-civilian-rule,ECU,Ecuador,1979,1979 CE,,Return to civilian rule,"After years of military government Ecuador returns to elected civilian democracy, opening an era of fragile and often interrupted constitutional rule.",politics,oil-instability-present,https://terralore.co/country/ECU/chronicle#ev-1979-return-to-civilian-rule,2026-06-15
TL:ECU:event:2000:dollarisation,ECU,Ecuador,2000,Jan 2000,,Dollarisation,"Amid financial collapse President Jamil Mahuad adopts the US dollar as Ecuador's currency, abandoning the sucre; he is ousted days later but the dollar stays.",economy,oil-instability-present,https://terralore.co/country/ECU/chronicle#ev-2000-dollarisation,2026-06-15
TL:ECU:event:2007:the-correa-decade,ECU,Ecuador,2007,2007-2017,2017,The Correa decade,"Rafael Correa governs for ten years of his Citizens' Revolution, using oil revenue to expand the state and rewrite the constitution.",politics,oil-instability-present,https://terralore.co/country/ECU/chronicle#ev-2007-the-correa-decade,2026-06-15
TL:ECU:event:2024:internal-armed-conflict-declared,ECU,Ecuador,2024,Jan 2024,,Internal armed conflict declared,President Daniel Noboa declares an internal armed conflict and deploys the military against drug-trafficking gangs after a gang leader's prison escape and televised attacks.,war,oil-instability-present,https://terralore.co/country/ECU/chronicle#ev-2024-internal-armed-conflict-declared,2026-06-15
TL:EGY:event:3500bce:naqada-cultures-flourish-in-upper-egypt,EGY,Egypt,-3500,c. 3500 BCE,,Naqada cultures flourish in Upper Egypt,"Predynastic settlements in Upper Egypt develop social hierarchy, craft specialisation and long-distance trade, laying the groundwork for state formation.",founding,predynastic-and-unification,https://terralore.co/country/EGY/chronicle#ev-3500bce-naqada-cultures-flourish-in-upper-egypt,2026-06-13
TL:EGY:event:3100bce:unification-under-narmer-menes,EGY,Egypt,-3100,c. 3100 BCE,,Unification under Narmer (Menes),"Upper and Lower Egypt are united into a single kingdom under King Narmer, traditionally identified with Menes, inaugurating the First Dynasty and the dynastic state.",founding,predynastic-and-unification,https://terralore.co/country/EGY/chronicle#ev-3100bce-unification-under-narmer-menes,2026-06-13
TL:EGY:event:3100bce:memphis-founded-as-royal-capital,EGY,Egypt,-3100,c. 3100 BCE,,Memphis founded as royal capital,"A new capital is established at Memphis near the meeting point of the Two Lands, becoming the administrative heart of early pharaonic Egypt.",politics,predynastic-and-unification,https://terralore.co/country/EGY/chronicle#ev-3100bce-memphis-founded-as-royal-capital,2026-06-13
TL:EGY:event:2630bce:djoser-s-step-pyramid-at-saqqara,EGY,Egypt,-2630,c. 2630 BCE,,Djoser's Step Pyramid at Saqqara,"Imhotep designs the Step Pyramid for King Djoser, the first monumental stone structure in Egypt and a prototype for the pyramids to come.",culture,pharaonic-kingdoms,https://terralore.co/country/EGY/chronicle#ev-2630bce-djoser-s-step-pyramid-at-saqqara,2026-06-13
TL:EGY:event:2560bce:great-pyramid-of-khufu-at-giza,EGY,Egypt,-2560,c. 2560 BCE,,Great Pyramid of Khufu at Giza,"King Khufu raises the Great Pyramid at Giza, the largest of the pyramids and the sole surviving wonder of the ancient world.",culture,pharaonic-kingdoms,https://terralore.co/country/EGY/chronicle#ev-2560bce-great-pyramid-of-khufu-at-giza,2026-06-13
TL:EGY:event:2055bce:mentuhotep-ii-reunifies-egypt,EGY,Egypt,-2055,c. 2055 BCE,,Mentuhotep II reunifies Egypt,"Mentuhotep II of Thebes defeats the rival Heracleopolitan kings and reunites Egypt, inaugurating the Middle Kingdom.",politics,pharaonic-kingdoms,https://terralore.co/country/EGY/chronicle#ev-2055bce-mentuhotep-ii-reunifies-egypt,2026-06-13
TL:EGY:event:1274bce:battle-of-kadesh,EGY,Egypt,-1274,c. 1274 BCE,,Battle of Kadesh,Ramses II confronts the Hittites at Kadesh in Syria; the ensuing accord is among the earliest documented peace treaties.,war,pharaonic-kingdoms,https://terralore.co/country/EGY/chronicle#ev-1274bce-battle-of-kadesh,2026-06-13
TL:EGY:event:1336bce:tutankhamun-restores-the-old-gods,EGY,Egypt,-1336,c. 1336 BCE,,Tutankhamun restores the old gods,"The young Tutankhamun reverses Akhenaten's Aten cult and restores traditional Egyptian religion; his intact tomb, found in 1922, made him world-famous.",religion,pharaonic-kingdoms,https://terralore.co/country/EGY/chronicle#ev-1336bce-tutankhamun-restores-the-old-gods,2026-06-13
TL:EGY:event:332bce:alexander-the-great-conquers-egypt,EGY,Egypt,-332,332 BCE,,Alexander the Great conquers Egypt,"Alexander expels Persian rule, is hailed as pharaoh and founds Alexandria, opening the Hellenistic age in Egypt.",war,greco-roman-byzantine,https://terralore.co/country/EGY/chronicle#ev-332bce-alexander-the-great-conquers-egypt,2026-06-13
TL:EGY:event:305bce:ptolemy-i-founds-the-ptolemaic-dynasty,EGY,Egypt,-305,305 BCE,,Ptolemy I founds the Ptolemaic dynasty,"Alexander's general Ptolemy takes the royal title in Egypt, founding a Macedonian dynasty that rules from Alexandria for nearly three centuries.",politics,greco-roman-byzantine,https://terralore.co/country/EGY/chronicle#ev-305bce-ptolemy-i-founds-the-ptolemaic-dynasty,2026-06-13
TL:EGY:event:30bce:rome-annexes-egypt,EGY,Egypt,-30,30 BCE,,Rome annexes Egypt,"After Cleopatra VII and Mark Antony are defeated at Actium, Octavian annexes Egypt as a Roman province, ending the Ptolemaic dynasty.",colonization,greco-roman-byzantine,https://terralore.co/country/EGY/chronicle#ev-30bce-rome-annexes-egypt,2026-06-13
TL:EGY:event:451:council-of-chalcedon-and-the-coptic-schism,EGY,Egypt,451,451 CE,,Council of Chalcedon and the Coptic schism,Doctrinal disputes over the nature of Christ separate the Egyptian (Coptic) Church from the imperial church of Constantinople.,religion,greco-roman-byzantine,https://terralore.co/country/EGY/chronicle#ev-451-council-of-chalcedon-and-the-coptic-schism,2026-06-13
TL:EGY:event:639:arab-conquest-of-egypt,EGY,Egypt,639,639–642 CE,642,Arab conquest of Egypt,"Amr ibn al-As leads the Muslim conquest of Byzantine Egypt and founds Fustat, beginning the country's transformation into a Muslim land.",war,islamic-egypt,https://terralore.co/country/EGY/chronicle#ev-639-arab-conquest-of-egypt,2026-06-13
TL:EGY:event:969:fatimids-conquer-egypt-and-found-cairo,EGY,Egypt,969,969 CE,,Fatimids conquer Egypt and found Cairo,"The Fatimid general Jawhar conquers Egypt and founds al-Qahira (Cairo); the al-Azhar mosque, begun in 970, becomes a great seat of learning.",politics,islamic-egypt,https://terralore.co/country/EGY/chronicle#ev-969-fatimids-conquer-egypt-and-found-cairo,2026-06-13
TL:EGY:event:1171:saladin-founds-the-ayyubid-dynasty,EGY,Egypt,1171,1171 CE,,Saladin founds the Ayyubid dynasty,"Saladin abolishes the Fatimid caliphate, restores Sunni rule in Egypt and establishes the Ayyubid dynasty, later retaking Jerusalem in 1187.",politics,islamic-egypt,https://terralore.co/country/EGY/chronicle#ev-1171-saladin-founds-the-ayyubid-dynasty,2026-06-13
TL:EGY:event:1250:mamluks-seize-power,EGY,Egypt,1250,1250 CE,,Mamluks seize power,The slave-soldier Mamluks overthrow the last Ayyubid ruler and establish a sultanate that will govern Egypt and Syria for over two and a half centuries.,politics,islamic-egypt,https://terralore.co/country/EGY/chronicle#ev-1250-mamluks-seize-power,2026-06-13
TL:EGY:event:1260:battle-of-ain-jalut,EGY,Egypt,1260,1260 CE,,Battle of Ain Jalut,"Mamluk forces defeat the Mongols at Ain Jalut in Palestine, halting their westward advance and securing Egypt as the bastion of the Islamic world.",war,islamic-egypt,https://terralore.co/country/EGY/chronicle#ev-1260-battle-of-ain-jalut,2026-06-13
TL:EGY:event:1517:ottoman-conquest-of-egypt,EGY,Egypt,1517,1517,,Ottoman conquest of Egypt,Selim I defeats the Mamluks and incorporates Egypt into the Ottoman Empire as a province governed from Istanbul.,war,ottoman-to-british,https://terralore.co/country/EGY/chronicle#ev-1517-ottoman-conquest-of-egypt,2026-06-13
TL:EGY:event:1805:muhammad-ali-takes-power,EGY,Egypt,1805,1805,,Muhammad Ali takes power,"Recognised as Ottoman governor, Muhammad Ali founds a reforming dynasty and modernises Egypt's army, economy and administration.",politics,ottoman-to-british,https://terralore.co/country/EGY/chronicle#ev-1805-muhammad-ali-takes-power,2026-06-13
TL:EGY:event:1869:opening-of-the-suez-canal,EGY,Egypt,1869,1869,,Opening of the Suez Canal,"The Suez Canal links the Mediterranean and Red seas, transforming global trade but deepening Egypt's debts to European powers.",economy,ottoman-to-british,https://terralore.co/country/EGY/chronicle#ev-1869-opening-of-the-suez-canal,2026-06-13
TL:EGY:event:1882:british-occupation-begins,EGY,Egypt,1882,1882,,British occupation begins,"Britain defeats the Urabi revolt and occupies Egypt, taking effective control of the country while leaving the khedive nominally in place.",colonization,ottoman-to-british,https://terralore.co/country/EGY/chronicle#ev-1882-british-occupation-begins,2026-06-13
TL:EGY:event:1922:declaration-of-egyptian-independence,EGY,Egypt,1922,28 February 1922,,Declaration of Egyptian independence,"After the 1919 revolution led by Saad Zaghloul and the Wafd, Britain unilaterally declares Egypt independent; Fuad I becomes king of the new Kingdom of Egypt.",independence,ottoman-to-british,https://terralore.co/country/EGY/chronicle#ev-1922-declaration-of-egyptian-independence,2026-06-13
TL:EGY:event:1952:free-officers-revolution,EGY,Egypt,1952,23 July 1952,,Free Officers' revolution,"A coup by the Free Officers overthrows King Farouk, ending the Muhammad Ali dynasty's effective rule and beginning the republican era.",politics,modern-republic,https://terralore.co/country/EGY/chronicle#ev-1952-free-officers-revolution,2026-06-13
TL:EGY:event:1953:republic-of-egypt-proclaimed,EGY,Egypt,1953,18 June 1953,,Republic of Egypt proclaimed,"The monarchy is formally abolished and Egypt is declared a republic, with Muhammad Naguib as its first president.",founding,modern-republic,https://terralore.co/country/EGY/chronicle#ev-1953-republic-of-egypt-proclaimed,2026-06-13
TL:EGY:event:1956:suez-crisis,EGY,Egypt,1956,1956,,Suez Crisis,"Nasser nationalises the Suez Canal; an invasion by Britain, France and Israel is forced into withdrawal, confirming Egypt's sovereignty and Nasser's standing.",war,modern-republic,https://terralore.co/country/EGY/chronicle#ev-1956-suez-crisis,2026-06-13
TL:EGY:event:1979:egypt-israel-peace-treaty,EGY,Egypt,1979,1979,,Egypt–Israel peace treaty,"Following the 1978 Camp David Accords, Sadat signs a peace treaty with Israel, the first between Israel and an Arab state, returning the Sinai to Egypt.",politics,modern-republic,https://terralore.co/country/EGY/chronicle#ev-1979-egypt-israel-peace-treaty,2026-06-13
TL:EGY:event:2011:egyptian-revolution-and-mubarak-s-fall,EGY,Egypt,2011,2011,,Egyptian revolution and Mubarak's fall,Mass protests from 25 January force President Hosni Mubarak to resign on 11 February after nearly thirty years in power.,politics,modern-republic,https://terralore.co/country/EGY/chronicle#ev-2011-egyptian-revolution-and-mubarak-s-fall,2026-06-13
TL:ERI:event:50:adulis-named-in-the-periplus-of-the-erythraean,ERI,Eritrea,50,mid-1st century CE,,Adulis named in the Periplus of the Erythraean Sea,"The Greek navigational handbook describes Adulis as the principal, legally regulated port serving the Aksumite hinterland, trading ivory, rhinoceros horn, tortoise shell and other goods.",economy,aksum-adulis-and-the-red-sea,https://terralore.co/country/ERI/chronicle#ev-50-adulis-named-in-the-periplus-of-the-erythraean,2026-06-13
TL:ERI:event:100:aksum-emerges-as-a-red-sea-trading-empire,ERI,Eritrea,100,c. 1st-2nd century CE,,Aksum emerges as a Red Sea trading empire,"Aksum consolidates control of the northern highlands and the port of Adulis, growing into a major commercial power linking Rome, Arabia and India.",founding,aksum-adulis-and-the-red-sea,https://terralore.co/country/ERI/chronicle#ev-100-aksum-emerges-as-a-red-sea-trading-empire,2026-06-13
TL:ERI:event:270:aksumite-coinage,ERI,Eritrea,270,c. 3rd century CE,,Aksumite coinage,"Aksumite kings begin minting gold, silver and bronze coins, advertising the kingdom's wealth and its place among the great powers of the age.",economy,aksum-adulis-and-the-red-sea,https://terralore.co/country/ERI/chronicle#ev-270-aksumite-coinage,2026-06-13
TL:ERI:event:700:decline-of-aksum-and-adulis,ERI,Eritrea,700,c. 7th century CE,,Decline of Aksum and Adulis,Shifting trade routes and the rise of Islam on the Arabian shore erode Red Sea commerce; Adulis fades and Aksum's power contracts inland.,politics,aksum-adulis-and-the-red-sea,https://terralore.co/country/ERI/chronicle#ev-700-decline-of-aksum-and-adulis,2026-06-13
TL:ERI:event:740:beja-ascendancy-on-the-coast,ERI,Eritrea,740,c. 8th century,,Beja ascendancy on the coast,"After the fall of Aksum, Beja confederacies dominate the caravan routes and coastal trade of what is now Eritrea, holding sway in the Massawa region for centuries.",migration,beja-coast-and-red-sea-islam,https://terralore.co/country/ERI/chronicle#ev-740-beja-ascendancy-on-the-coast,2026-06-13
TL:ERI:event:1000:rise-of-the-sultanate-of-dahlak,ERI,Eritrea,1000,11th century,,Rise of the Sultanate of Dahlak,The Dahlak Islands become a wealthy Muslim sultanate controlling pearl fisheries and the trade between the Red Sea and the Christian highlands.,economy,beja-coast-and-red-sea-islam,https://terralore.co/country/ERI/chronicle#ev-1000-rise-of-the-sultanate-of-dahlak,2026-06-13
TL:ERI:event:1300:massawa-grows-as-a-leading-port,ERI,Eritrea,1300,14th-15th century,,Massawa grows as a leading port,"Massawa develops into the principal harbour of the coast, mediating trade between the highland interior and the Arabian Peninsula.",economy,beja-coast-and-red-sea-islam,https://terralore.co/country/ERI/chronicle#ev-1300-massawa-grows-as-a-leading-port,2026-06-13
TL:ERI:event:1557:ottomans-capture-massawa,ERI,Eritrea,1557,1557,,Ottomans capture Massawa,"Ottoman forces under Ozdemir Pasha take Massawa from the highland kingdom, bringing the Eritrean coast under the Ottoman Empire and ending local dynastic control.",war,beja-coast-and-red-sea-islam,https://terralore.co/country/ERI/chronicle#ev-1557-ottomans-capture-massawa,2026-06-13
TL:ERI:event:1557:ottoman-habesh-province-established,ERI,Eritrea,1557,1557,,Ottoman Habesh province established,"After taking Massawa, the Ottomans organise their Red Sea holdings as the province of Habesh, ruling the coast through local agents.",politics,ottoman-egyptian-coast,https://terralore.co/country/ERI/chronicle#ev-1557-ottoman-habesh-province-established,2026-06-13
TL:ERI:event:1865:egyptian-administration-of-massawa,ERI,Eritrea,1865,1865,,Egyptian administration of Massawa,"Egypt, with Ottoman consent, takes over the administration of Massawa and the coast, extending its influence toward the highlands.",politics,ottoman-egyptian-coast,https://terralore.co/country/ERI/chronicle#ev-1865-egyptian-administration-of-massawa,2026-06-13
TL:ERI:event:1869:italy-gains-a-foothold-at-assab,ERI,Eritrea,1869,1869,,Italy gains a foothold at Assab,"An Italian shipping company acquires the bay of Assab on the southern Red Sea coast, Italy's first toehold on the future Eritrean shore.",colonization,ottoman-egyptian-coast,https://terralore.co/country/ERI/chronicle#ev-1869-italy-gains-a-foothold-at-assab,2026-06-13
TL:ERI:event:1885:italy-occupies-massawa,ERI,Eritrea,1885,1885,,Italy occupies Massawa,"As Egypt withdraws amid the Mahdist crisis, Italian troops occupy Massawa, the key port of the coast, beginning Italy's drive to build a colony.",colonization,ottoman-egyptian-coast,https://terralore.co/country/ERI/chronicle#ev-1885-italy-occupies-massawa,2026-06-13
TL:ERI:event:1890:colony-of-eritrea-proclaimed,ERI,Eritrea,1890,1 January 1890,,Colony of Eritrea proclaimed,"Italy unites its Red Sea holdings into the colony of Eritrea, promoted as its colonia primogenita or 'first-born colony', with the capital initially at Massawa.",colonization,italian-colony-and-asmara,https://terralore.co/country/ERI/chronicle#ev-1890-colony-of-eritrea-proclaimed,2026-06-13
TL:ERI:event:1896:battle-of-adwa,ERI,Eritrea,1896,1 March 1896,,Battle of Adwa,"Advancing from Eritrea, an Italian army is destroyed by Emperor Menelik II at Adwa, the worst defeat of a European army in Africa, securing Ethiopian sovereignty and fixing Eritrea's southern frontier.",war,italian-colony-and-asmara,https://terralore.co/country/ERI/chronicle#ev-1896-battle-of-adwa,2026-06-13
TL:ERI:event:1897:asmara-becomes-the-colonial-capital,ERI,Eritrea,1897,1897,,Asmara becomes the colonial capital,"The colonial seat is moved from Massawa to the highland town of Asmara, later rebuilt as a planned modernist city.",colonization,italian-colony-and-asmara,https://terralore.co/country/ERI/chronicle#ev-1897-asmara-becomes-the-colonial-capital,2026-06-13
TL:ERI:event:1935:conquest-of-ethiopia-launched-from-eritrea,ERI,Eritrea,1935,October 1935 - May 1936,1936,Conquest of Ethiopia launched from Eritrea,"Italian forces invade Ethiopia from Eritrea, taking Addis Ababa in May 1936; Eritrea is absorbed into Italian East Africa.",war,italian-colony-and-asmara,https://terralore.co/country/ERI/chronicle#ev-1935-conquest-of-ethiopia-launched-from-eritrea,2026-06-13
TL:ERI:event:1941:british-defeat-italy-at-keren,ERI,Eritrea,1941,February-April 1941,,British defeat Italy at Keren,"Allied forces overcome Italian troops at the Battle of Keren; Asmara and Massawa surrender, ending Italian rule and beginning British military administration.",war,italian-colony-and-asmara,https://terralore.co/country/ERI/chronicle#ev-1941-british-defeat-italy-at-keren,2026-06-13
TL:ERI:event:1941:british-military-administration-begins,ERI,Eritrea,1941,1941,,British military administration begins,"Following the Allied victory at Keren, Britain administers Eritrea for the next decade while its post-war status is debated.",politics,federation-annexation-and-war,https://terralore.co/country/ERI/chronicle#ev-1941-british-military-administration-begins,2026-06-13
TL:ERI:event:1952:un-federation-with-ethiopia,ERI,Eritrea,1952,11 September 1952,,UN federation with Ethiopia,"Under UN Resolution 390 A (V) of 1950, Eritrea becomes an autonomous unit federated with Ethiopia, keeping its own parliament, flag and control of internal affairs.",politics,federation-annexation-and-war,https://terralore.co/country/ERI/chronicle#ev-1952-un-federation-with-ethiopia,2026-06-13
TL:ERI:event:1961:armed-struggle-begins-at-mount-adal,ERI,Eritrea,1961,1 September 1961,,Armed struggle begins at Mount Adal,"Hamid Idris Awate and a small ELF band fire on Ethiopian forces, the conventional start of the thirty-year Eritrean War of Independence.",war,federation-annexation-and-war,https://terralore.co/country/ERI/chronicle#ev-1961-armed-struggle-begins-at-mount-adal,2026-06-13
TL:ERI:event:1962:haile-selassie-annexes-eritrea,ERI,Eritrea,1962,November 1962,,Haile Selassie annexes Eritrea,"After steadily eroding Eritrean autonomy, the emperor dissolves the federation and annexes Eritrea as a province, hardening the independence war.",war,federation-annexation-and-war,https://terralore.co/country/ERI/chronicle#ev-1962-haile-selassie-annexes-eritrea,2026-06-13
TL:ERI:event:1970:rise-of-the-eplf,ERI,Eritrea,1970,early-mid 1970s,,Rise of the EPLF,"The Eritrean People's Liberation Front splits from the ELF and becomes the dominant, Marxist-led nationalist movement waging the war.",war,federation-annexation-and-war,https://terralore.co/country/ERI/chronicle#ev-1970-rise-of-the-eplf,2026-06-13
TL:ERI:event:1991:eplf-captures-asmara,ERI,Eritrea,1991,24 May 1991,,EPLF captures Asmara,"As the Derg regime collapses in Ethiopia, EPLF forces enter Asmara, winning de facto independence and forming a provisional government.",independence,federation-annexation-and-war,https://terralore.co/country/ERI/chronicle#ev-1991-eplf-captures-asmara,2026-06-13
TL:ERI:event:1993:independence-referendum,ERI,Eritrea,1993,23-25 April 1993,,Independence referendum,"Eritreans vote overwhelmingly for independence in a UN-monitored referendum, with near-unanimous approval on a high turnout.",independence,independent-eritrea,https://terralore.co/country/ERI/chronicle#ev-1993-independence-referendum,2026-06-13
TL:ERI:event:1993:formal-independence,ERI,Eritrea,1993,24 May 1993,,Formal independence,Eritrea proclaims itself a sovereign state and is admitted to the United Nations days later; Isaias Afwerki becomes its first president.,founding,independent-eritrea,https://terralore.co/country/ERI/chronicle#ev-1993-formal-independence,2026-06-13
